"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Gosford","Woolworths GosfordGosford Imperial Centre, 40-46 William Street","12:40pm to 1:15pm on Wednesday 6 October 20215:50pm to 6:30pm on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Jindabyne","BWS JindabyneNuggets Crossing Shopping Centre, Kosciusko Road","2:35pm to 3pm on Monday 4 October 20213:35pm to 4:05pm on Monday 4 October 20214pm to 4:25pm on Thursday 30 September 20211:30pm to 1:55pm on Tuesday 28 September 20215:15pm to 5:55pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Jindabyne","Jindabyne PharmacyNuggets Crossing Shopping Centre, Kosciusko Road","2:35pm to 2:45pm on Monday 4 October 20213:35pm to 3:45pm on Monday 4 October 202110:15am to 11:10am on Wednesday 29 September 202111:05am to 12:05pm on Tuesday 28 September 20215:20pm to 6:05pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Jindabyne","Woolworths JindabyneNuggets Crossing Shopping Centre, Kosciusko Road","2pm to 3:40pm on Monday 4 October 20217:50pm to 8:30pm on Sunday 3 October 202110:50am to 11:40am on Friday 1 October 202111:10am to 11:40am on Thursday 30 September 20213:45pm to 4:15pm on Thursday 30 September 202110:40am to 12pm (noon) on Wednesday 29 September 20214:15pm to 5:05pm on Wednesday 29 September 20219:05am to 10:35am on Wednesday 29 September 20211:55pm to 2:55pm on Tuesday 28 September 202110:45am to 11:25am on Tuesday 28 September 202112:05pm to 1:45pm on Tuesday 28 September 20212:45pm to 3:45pm on Tuesday 28 September 20214:20pm to 4:50pm on Tuesday 28 September 20217:30pm  to 8:05pm on Tuesday 28 September 20219:25am to 10:15am on Tuesday 28 September 20211:45pm to 4:30pm on Monday 27 September 20215:50pm to 6:30pm on Monday 27 September 20217:15am to 8:15am on Monday 27 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lisarow","Woolworths Lisarow3 Parsons Road","7:30pm to 9pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Stanwell Park","LOAF Cafe91a Lawrence Hargrave Drive","5am to 12:30pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Umina Beach","Coles Umina4 Oscar Street","9:20pm to 9:40pm on Monday 4 October 20218:20am to 9am on Sunday 3 October 20216:30am to 7am on Saturday 2 October 20212pm to 3:05pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Umina Beach","Woolworths Umina261-275 Trafalgar Street Corner West Street","8:50am to 9:45am on Monday 4 October 20216pm to 6:35pm on Sunday 3 October 20217am to 4:15pm on Saturday 2 October 20218:30am to 1:15pm on Friday 1 October 20218:15am to 6:15pm on Thursday 30 September 20213:55pm to 4:20pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wadalba","Coles WadalbaFigtree Boulevarde and Orchid Way","2:30pm to 3:15pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wadalba","Woolworths Wadalba1 Figtree Boulevarde","5:30pm to 6pm on Monday 4 October 20215pm to 5:35pm on Thursday 30 September 20216:10pm to 7pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Australia Post Walgett61 Wee Waa Street","2pm to 2:15pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Inland Petroleum Walgett21 Fox Street","9:50am to 10am on Sunday 10 October 20216:30am to 6:40am on Friday 8 October 20216:30am to 6:40am on Thursday 7 October 20216:30am to 6:40am on Thursday 7 October 20216:30am to 6:40am on Wednesday 6 October 20216:30am to 6:40am on Wednesday 6 October 20216:30am to 6:40am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Walgett Gourmet Food41 Fox Street","7pm to 7:15pm on Thursday 7 October 20217pm to 7:15pm on Wednesday 6 October 20217pm to 7:15pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Walgett","Walgett Memorial Swimming PoolMontkeila Street","3pm to 6pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Warrawong","Coles WarrawongWarrawong Plaza, Corner of King Street and Cowper Street","5:15pm to 5:25pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Imperial Kebabs Wellington116 Percy Street","3:05pm to 3:15pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Shell Wellington16 Mitchell Highway","1pm to 1:10pm on Friday 8 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wellington","Smart Dollar Wellington120-122 Percy Street","2:35pm to 3pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wollongong","Guzman y Gomez WollongongWollongong Central, Keira Street","8am to 5pm on Tuesday 5 October 20216am to 3pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"10/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wyoming","Coles WyomingWyoming Shopping Village, Corner Pacific Highway and Kinarra Avenue","4:25pm to 5:25pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Alstonville","Cafe 86 on Main86 Main Street","5:30am to 3pm on Tuesday 5 October 20215:30am to 2:30pm on Sunday 3 October 202110am to 11:15am on Saturday 2 October 202110am to 11am on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ballina","Zarraffa's Coffee Ballina44 Bangalow Road","5:20pm to 5:30pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dareton","Dareton Mini-Mart19 Tapio Street","3pm to 4pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dareton","IGA Dareton Plus Liquor31-37 Tapio Street","8:10am to 8:20am on Friday 8 October 20211:40pm to 1:50pm on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Goulburn","Bradfordville Friendly Grocer8/53 Queen Street","3:35pm to 4:15pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Goulburn","Service NSW Goulburn267 Auburn Street","11:45am to 12:30pm on Tuesday 5 October 202111:15am to 12:15pm on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Goulburn","Subway Goulburn158 Auburn Street","2:25pm to 3:05pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Kempsey","Woolworths Kempsey91 Smith Street","11:30am to 12:30pm on Tuesday 12 October 20218:40am to 9:45am on Saturday 2 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","South Grafton","Craig's Birdplace99 Skinner Street","2pm to 2:30pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Taree","Exchange Hotel Taree154 Victoria Street","8:45pm to 9:45pm on Monday 4 October 202111am to 1pm on Sunday 3 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"09/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wollongong","Woolworths Wollongong63 Burelli Street","4:55pm to 5:20pm on Tuesday 5 October 20217:30am to 8:30am on Wednesday 29 September 202112:10pm to 12:50pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bomaderry","Welcome Chinese Restaurant Bomaderry55 Meroo Street","5:20pm to 5:25pm on Wednesday 6 October 20215:35pm to 5:40pm on Wednesday 6 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bourke","Frank's Service Station25 Mooculta Street","6:30am to 6:50am on Tuesday 5 October 20217am to 7:30am on Tuesday 5 October 20219:45am to 10am on Tuesday 5 October 20217:15am to 7:45am on Monday 4 October 20217:50am to 8:50am on Sunday 3 October 20218:30am to 8:45am on Saturday 2 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bourke","Randall's Newsagency Bourke20 Oxley Street","3pm to 4pm on Wednesday 6 October 20219:20am to 9:30am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bourke","SPAR Bourke5 Warraweena Street","7:30am to 8:30am on Tuesday 5 October 20219:45am to 10:45am on Tuesday 5 October 20212pm to 2:15pm on Wednesday 29 September 20216:40pm to 6:50pm on Wednesday 29 September 20217:55pm to 8:05pm on Wednesday 29 September 20217:25pm to 7:35pm on Monday 27 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Cooma","KFC Cooma - Drive through27 Commissioner Street","7:20pm to 7:40pm on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dapto","Premium Tyre Service Dapto144/150 Princes Highway","11am to 11:15am on Thursday 7 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Ettalong Beach","Hungry Wolf's Ettalong Beach23 Broken Bay Road","5pm to 7pm on Sunday 3 October 20215pm to 9pm on Saturday 2 October 20215pm to 9pm on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Gosford","The Reject Shop GosfordShop 130-135 Imperial Shopping Centre, 171  Mann Street","1:05pm to 1:20pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Grafton","Liquorland South Grafton94 Bent Street","1:30pm to 1:45pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Grafton","Shell Coles Express Grafton91 Bent Street, Corner Spring Street","12:20pm to 12:30pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Nowra","The Ginger Jar Bakehouse15 Kinghorne Street, Shop 12 Shoalhaven Arcade","7:30am to 2:10pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"08/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wyong","Bendigo Bank Wyong88 Pacific Highway","9:30am to 2pm on Wednesday 6 October 20219:30am to 4pm on Tuesday 5 October 20219:30am to 4pm on Friday 1 October 20219:30am to 4pm on Thursday 30 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Cessnock","Cumberland Motor Inn57 Cumberland Street","All day on Tuesday 5 October 2021All day on Monday 4 October 2021All day on Sunday 3 October 2021All day on Friday 1 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","ALDI Dubbo176 Talbragar Street","1:45pm to 2:05pm on Tuesday 5 October 20212:30pm to 2:55pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Dubbo","Inland Petroleum West Dubbo98 Victoria Street","1:30pm to 1:35pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Fairy Meadow","Pharmacy Express Fairy Meadow43 Princes Highway","4:45pm to 5pm on Wednesday 13 October 20211:55pm to 2pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Shellharbour","Bakers Delight ShellharbourStockland Shellharbour, 1 Holm Place","9:20am to 9:25am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Singleton","Horse and Jockey Hotel65-67 George Street","12pm (noon) to 2pm on Wednesday 6 October 202110:30am to 2:30pm on Monday 4 October 202110:30am to 2:30pm on Sunday 3 October 202110:30am to 2:30pm on Saturday 2 October 20219:25am to 2:30pm on Friday 1 October 20214:30pm to 7:30pm on Thursday 30 September 20214:30pm to 5:30pm on Wednesday 29 September 20214:30pm to 5:30pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"07/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Trangie","Caltex Trangie76 Narromine Street","5pm to 5:10pm on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"06/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Bourke","Services Australia Bourke16 Richard Street","9:40am to 10:40am on Wednesday 6 October 20219:35am to 10:35am on Tuesday 5 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"06/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Lake Haven","McDonald's Lake HavenGoobarabah Avenue","5:20pm to 9:25pm on Tuesday 5 October 20213:25pm to 9:15pm on Monday 4 October 20217:15am to 7:40am on Monday 4 October 20214:20pm to 8:25pm on Sunday 3 October 20213:35pm to 7:45pm on Thursday 30 September 20217:40am to 3:40pm on Thursday 30 September 20217:25am to 4:10pm on Wednesday 29 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"06/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wollongong","Coles Wollongong200 Crown Street","8:10am to 8:20am on Monday 4 October 202111:45am to 12:05pm on Tuesday 28 September 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
"06/10/2021","Get tested immediately. Self-isolate until you get a negative result.","Wollongong","Emporium On Swan Wollongong40 Swan Street","9:50am to 9:55am on Monday 4 October 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. You may be required to get more than one test."
